,problem,dim,n_init,n_iter,metric,solution_f,seed,iteration,nu,length_scale,metric_values,x,f,f_model,time,x_best,f_best
376,bbob.discus,8,40,80,suitability_ext,-101.09,3,17,,,,"[-0.5654333234071638, -0.8928878957806576, -4.079471480710231, -2.904664136443163, -1.1456041325679394, 3.223900256404507, 0.6393955871102293, -2.347463718495055]",512263.54412073677,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
377,bbob.discus,8,40,80,suitability_ext,-101.09,3,18,,,,"[0.8233368972249036, -3.0220332109525967, 1.4577604568849996, -4.6281493639888724, -0.6011484322119536, -3.91633667004543, 3.9167858280610375, 3.700695307913751]",22200929.01956394,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
378,bbob.discus,8,40,80,suitability_ext,-101.09,3,19,,,,"[1.517038644183951, 2.689025876669241, 0.9632339231416918, -2.3199735385795535, 4.665068905662867, -2.5562789981648404, -1.3840791127659786, 2.765766538583075]",57219529.934863105,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
379,bbob.discus,8,40,80,suitability_ext,-101.09,3,20,,,,"[1.2184952871212227, -1.8537911532208384, 1.5829606397415077, -0.4711787456213523, 1.2500492429287, -0.0359092365869218, -1.1343244311068288, 0.5296998678186267]",14211258.959920065,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
380,bbob.discus,8,40,80,suitability_ext,-101.09,3,21,,,,"[4.7367425812853945, 0.6029267110360523, 2.4565221626529263, -1.6919575655413572, -1.7344077586817281, 0.11542795183483001, 0.9977583816873912, 1.9839374195879884]",39992560.62187459,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
381,bbob.discus,8,40,80,suitability_ext,-101.09,3,22,,,,"[1.3960745190201944, 4.038174007442073, 0.6908082693324165, 0.0827156067169561, -4.851326960530983, 3.9337112024579923, 2.824027722993203, 4.672935811071291]",2134995.948266438,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
382,bbob.discus,8,40,80,suitability_ext,-101.09,3,23,,,,"[3.1570297626976274, -2.441327577191924, 2.1262000228502407, -3.195979640238765, 2.870924867207467, 1.9600070837450003, 2.1390755439503186, 3.031808734341757]",8939595.988534,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
383,bbob.discus,8,40,80,suitability_ext,-101.09,3,24,,,,"[1.8587705387416324, 0.7587961126032923, -2.2502871034359737, 1.6649083834870577, -3.692262538547866, 1.3284622596703723, 0.35975533891544664, 2.3340642424613476]",8207247.203768317,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
384,bbob.discus,8,40,80,suitability_ext,-101.09,3,25,,,,"[-3.46910772576443, -0.17088786063277972, 0.36319286030167675, 4.359382882645734, 1.083405768759926, 1.1690219511239617, -2.667358801555283, -3.403752080059764]",503710.88330689125,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
385,bbob.discus,8,40,80,suitability_ext,-101.09,3,26,,,,"[2.3035223021084477, -2.120056284102138, 4.493247837582754, -3.88423039142734, -3.9644220733593682, 4.589995252193946, 2.3391318864659922, -2.5977371972457535]",2162431.7806856087,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
386,bbob.discus,8,40,80,suitability_ext,-101.09,3,27,,,,"[-4.339142875986897, 4.32027326744328, 3.480555517908776, 2.2833901820530498, -0.21907247806096386, -1.2406110953374876, -1.533919401607427, 4.221155621826497]",6633580.08304662,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
387,bbob.discus,8,40,80,suitability_ext,-101.09,3,28,,,,"[0.5264945358481965, -4.35028134997219, 2.682409796463472, 1.1544463346199674, 2.5851240269976987, 2.2096265885453725, 0.12820902714548765, -2.1650126868870596]",1549664.2378273827,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
388,bbob.discus,8,40,80,suitability_ext,-101.09,3,29,,,,"[-0.43019304238865796, -1.2530656419427233, -1.7027241062413028, 4.141455100129777, -1.8589497590774418, -2.890590214549789, 1.1799661205967107, -0.9716804396655885]",12255987.818680577,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
389,bbob.discus,8,40,80,suitability_ext,-101.09,3,30,,,,"[-4.053033866887745, 1.8643206930720044, -0.29201042595818905, -0.15402908175087404, -4.225476660394379, -1.7206591627895316, -3.7836700419464773, 4.843782812788266]",6018259.222050223,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
390,bbob.discus,8,40,80,suitability_ext,-101.09,3,31,,,,"[4.776861917797364, 1.4499311550205887, -3.8536853042689483, -3.428288796890901, 3.315474351023889, 4.387205543330172, 2.5903453558480027, -1.167229722393209]",15038894.754051367,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
391,bbob.discus,8,40,80,suitability_ext,-101.09,3,32,,,,"[0.16171930130951573, -0.4130183934338625, 3.8556443848216677, -0.6743464883919801, 1.8720887431782272, -2.334107770965459, -1.858600555190304, -0.48061533489186736]",30979421.592092264,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
392,bbob.discus,8,40,80,suitability_ext,-101.09,3,33,,,,"[3.703111175917602, -1.537075703692501, 0.24696177947446962, 0.2869633947631298, -2.7471620394034573, 0.9408832473071662, 3.1834754881561658, -4.049593051279844]",18016061.3029259,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
393,bbob.discus,8,40,80,suitability_ext,-101.09,3,34,,,,"[4.099951885543858, -2.6212771013227996, 2.7948559694013984, -1.0524260774019862, 1.5305160421485295, -0.6159878788492481, 3.548033297024652, -4.950520153784731]",32985286.34932355,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
394,bbob.discus,8,40,80,suitability_ext,-101.09,3,35,,,,"[2.5223124429887793, 1.1252966374142463, 4.597598984405371, -2.64025768682158, -1.297575669308408, 2.874619574954023, -3.7316548018836557, 3.7727753881975907]",17452851.135575686,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
395,bbob.discus,8,40,80,suitability_ext,-101.09,3,36,,,,"[-1.755376132300058, 3.834161031561708, 4.918307091565529, -1.7839846815251708, 4.465140038930047, -4.448740361050622, -3.23979149275985, 1.3699398262767302]",61114336.7216095,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
396,bbob.discus,8,40,80,suitability_ext,-101.09,3,37,,,,"[-2.845880098332568, 3.3725282586078063, -1.2073231584570605, 3.3133141348455535, -3.0160298246023576, 3.6968674544430673, -0.966926204177045, 0.12673001427428865]",94202.99471885012,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
397,bbob.discus,8,40,80,suitability_ext,-101.09,3,38,,,,"[-2.664431958456972, -4.944380610001852, -3.4091493897364678, 2.8165262638868382, -2.8864105550013646, 2.442668099497861, -4.046773575412453, 1.501615340665257]",3598591.327286451,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
398,bbob.discus,8,40,80,suitability_ext,-101.09,3,39,,,,"[0.4973731962550847, 2.0772719605195444, 1.0298364436511322, 3.6921479483749167, 2.2378649535358814, 2.650188295128178, 1.4175103225777876, -0.6153973327514013]",4230657.915843632,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
399,bbob.discus,8,40,80,suitability_ext,-101.09,3,40,,,,"[2.8931460413930985, 4.764493895218829, -1.7798315000323144, -4.986006143003134, -2.01143640474849, 4.015440409192491, -2.8332501730480657, 0.8182283888932691]",23819202.767736465,,,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
400,bbob.discus,8,40,80,suitability_ext,-101.09,3,41,1.0,12.919130081403276,0.972011758373701,"[-5.0, -4.928495255630413, 0.820313407132207, 0.7159715077558081, 0.5384641653828477, 5.0, 5.0, 2.827421948739474]",33283254.277771216,-15232872.053711783,2.492856740951538,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
401,bbob.discus,8,40,80,suitability_ext,-101.09,3,42,1.5,8.714500945438543,0.9612141652613828,"[-5.0, -2.145270974843281, -5.0, 5.0, 5.0, 5.0, -0.5574276854446559, -5.0]",14651880.15567194,1520365.049148228,2.6458723545074463,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
402,bbob.discus,8,40,80,suitability_ext,-101.09,3,43,1.0,8.947581953108132,0.959011213865875,"[-5.0, 2.248538626403812, 4.439125224675925, 5.0, -5.0, 5.0, -5.0, 5.0]",6696405.404104044,4930494.726266384,2.9052343368530273,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
403,bbob.discus,8,40,80,suitability_ext,-101.09,3,44,1.5,8.456428969896363,0.957919991609345,"[-5.0, 5.0, -5.0, -4.675436168775995, -5.0, 5.0, 5.0, 1.020784472106196]",5905271.320122472,6210351.85266347,2.500333547592163,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
404,bbob.discus,8,40,80,suitability_ext,-101.09,3,45,1.5,8.463613768782192,0.9573078235417446,"[-5.0, -3.601010327886097, 4.197061506724474, -2.102929745308844, -1.1581621571335556, 5.0, -5.0, -2.4582255360188827]",5814779.305132,4061056.0120264105,2.591485023498535,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
405,bbob.discus,8,40,80,suitability_ext,-101.09,3,46,1.0,8.98282073996782,0.9559318034334258,"[-5.0, 5.0, -5.0, 5.0, 1.1911245646688151, 4.321580971436242, -0.09621896300162512, 5.0]",6482578.426361348,4423124.900119789,3.0949933528900146,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
406,bbob.discus,8,40,80,suitability_ext,-101.09,3,47,1.0,8.986928267980497,0.9550759309340545,"[-5.0, 5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",8525661.276164927,7513828.807106914,3.504594087600708,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
407,bbob.discus,8,40,80,suitability_ext,-101.09,3,48,1.0,8.967755926182615,0.9539260220635951,"[-5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -1.4604230322016232, -5.0]",14004521.194351738,6519583.365004372,3.6362788677215576,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
408,bbob.discus,8,40,80,suitability_ext,-101.09,3,49,1.0,8.862352562812577,0.9534395324184167,"[-0.7822444887833545, -3.8473866125498324, 1.3576856187099449, 5.0, 3.403867518922051, 5.0, -4.906063449351243, 1.6184534820862473]",2460224.4504496153,1934233.2911250852,4.029970645904541,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
409,bbob.discus,8,40,80,suitability_ext,-101.09,3,50,1.0,8.956227001732612,0.953155341745447,"[2.306293368906747, -4.189155430551789, -5.0, 5.0, -5.0, 5.0, 1.9019298675521161, -2.2976426208642637]",1820296.9147371703,6247205.641629256,3.7381539344787598,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
410,bbob.discus,8,40,80,suitability_ext,-101.09,3,51,1.0,9.040299066143605,0.9515621124781108,"[-5.0, 5.0, 4.532220270601833, -3.106094201347117, -5.0, 5.0, 1.0915679423063573, 5.0]",3616493.074864906,6145340.264768099,3.8383946418762207,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
411,bbob.discus,8,40,80,suitability_ext,-101.09,3,52,1.0,9.11122845937178,0.9495984225460492,"[-5.0, 2.344028139843487, -5.0, -0.3035813516355155, -5.0, 5.0, -5.0, 5.0]",6341941.564969774,4281942.201094059,4.179534196853638,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
412,bbob.discus,8,40,80,suitability_ext,-101.09,3,53,1.0,9.137936055601624,0.9499647639182522,"[-5.0, 1.4040973109599568, 5.0, 5.0, -5.0, 5.0, 0.5011847603684708, -5.0]",6401267.359029556,7153311.026659661,3.9367706775665283,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
413,bbob.discus,8,40,80,suitability_ext,-101.09,3,54,1.0,9.157725138331402,0.9471126899319564,"[5.0, -5.0, -5.0, 5.0, 3.5265546011722577, 5.0, 1.0054425320459124, 3.8704709050781965]",5830.7367664050025,7508259.2118890835,4.119052886962891,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
414,bbob.discus,8,40,80,suitability_ext,-101.09,3,55,1.0,9.230145012696779,0.9452283498492029,"[4.310117390211215, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0]",247009.3388608145,9175359.329930738,4.209216356277466,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
415,bbob.discus,8,40,80,suitability_ext,-101.09,3,56,1.0,9.292137998706002,0.9451421876979629,"[5.0, -0.8469645369352937, -5.0, 5.0, -5.0, 5.0, 5.0, 5.0]",1336.2348991735594,5102410.9032978825,4.306498765945435,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
416,bbob.discus,8,40,80,suitability_ext,-101.09,3,57,1.0,9.386103970444418,0.9448683781051644,"[5.0, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0]",254576.5165329836,6421761.954566815,4.181524038314819,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
417,bbob.discus,8,40,80,suitability_ext,-101.09,3,58,1.0,9.442721400472275,0.9433741792959914,"[1.8415622398564624, -5.0, -5.0, -2.477049978681207, 0.15149768653293777, 5.0, -2.014812986960871, 5.0]",538693.2431437282,2351107.9548867084,4.466768026351929,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
418,bbob.discus,8,40,80,suitability_ext,-101.09,3,59,1.0,9.54535282294558,0.943984318846464,"[5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0, -3.7898303222210292]",69003.90109360292,6844554.971468999,4.869002103805542,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
419,bbob.discus,8,40,80,suitability_ext,-101.09,3,60,1.0,9.607589428248014,0.943389928057554,"[4.9547640432722995, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0]",136725.31353389416,5866411.415572887,4.701310157775879,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
420,bbob.discus,8,40,80,suitability_ext,-101.09,3,61,1.0,9.68239320920702,0.9428502086054064,"[4.681120283489176, -5.0, -5.0, 0.005850116525511002, -0.28272562875023627, 5.0, 5.0, 0.4678546829754007]",9497.33346861087,-522841.8419407476,4.9550254344940186,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
421,bbob.discus,8,40,80,suitability_ext,-101.09,3,62,1.0,9.794428624558474,0.9431873190128366,"[2.4500249467455997, 1.8006058537808727, -5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",69151.9590809106,5000056.166688172,4.816098928451538,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
422,bbob.discus,8,40,80,suitability_ext,-101.09,3,63,1.0,9.862351626535403,0.9423473214240773,"[-0.08163175499453029, 5.0, -5.0, 5.0, -5.0, 5.0, 5.0, 5.0]",1887624.731340779,2924109.3898090515,5.172844171524048,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
423,bbob.discus,8,40,80,suitability_ext,-101.09,3,64,1.0,9.938035957817787,0.9409595372587669,"[-0.6194616166342201, 5.0, -5.0, 5.0, 5.0, 5.0, 5.0, -2.371126568019001]",16189.160178580743,4490516.318443387,5.348863124847412,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
424,bbob.discus,8,40,80,suitability_ext,-101.09,3,65,1.0,10.004204858476054,0.9401579986833443,"[-0.7650663708653437, -5.0, 2.0116961716882398, -5.0, -5.0, 5.0, -3.662534840083621, 5.0]",2736371.3626759364,5039729.461577716,5.398939609527588,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
425,bbob.discus,8,40,80,suitability_ext,-101.09,3,66,1.0,10.055830622870365,0.9401831078022034,"[1.4457757799420687, -0.690632521241766, -5.0, 5.0, 0.5662024017310128, 5.0, 0.06117091012912994, 0.08775171730988639]",110231.15713227772,-1931555.353619337,5.712968349456787,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
426,bbob.discus,8,40,80,suitability_ext,-101.09,3,67,1.0,10.155432474585206,0.9398258460592912,"[-5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, -5.0]",3521904.9857165497,8359859.809067258,5.823436260223389,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
427,bbob.discus,8,40,80,suitability_ext,-101.09,3,68,1.0,10.152938433106105,0.9393257002861133,"[5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0]",1909762.7679669098,6632072.48990739,5.834160089492798,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
428,bbob.discus,8,40,80,suitability_ext,-101.09,3,69,1.0,10.181053341108303,0.9381578902132546,"[-5.0, -5.0, -5.0, -5.0, -5.0, -3.6368741580505137, 5.0, 5.0]",469836.24628097395,7670588.237823965,6.205812215805054,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
429,bbob.discus,8,40,80,suitability_ext,-101.09,3,70,1.0,10.207697100677283,0.9364702909819305,"[-5.0, -5.0, -5.0, 5.0, -5.0, -5.0, 5.0, 5.0]",1679356.9419423584,6756261.127162418,6.689966201782227,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
430,bbob.discus,8,40,80,suitability_ext,-101.09,3,71,1.0,10.228842321383395,0.9360491340993284,"[-5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0, 5.0]",439296.74574014894,5442029.123195073,6.471184492111206,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
431,bbob.discus,8,40,80,suitability_ext,-101.09,3,72,1.0,10.273107211941376,0.93627828854851,"[-5.0, -5.0, -5.0, -5.0, 5.0, -2.4567355791554926, 5.0, 5.0]",1076150.1171032866,4813670.909510319,6.657823085784912,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
432,bbob.discus,8,40,80,suitability_ext,-101.09,3,73,1.0,10.322255770876497,0.9354672961680863,"[-5.0, 3.0584044036845337, -5.0, 5.0, 5.0, -1.505217074569994, 5.0, 5.0]",94526.36908270999,2464109.611944842,6.823963403701782,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
433,bbob.discus,8,40,80,suitability_ext,-101.09,3,74,1.0,10.395509091804055,0.9339965177568431,"[-5.0, -5.0, -5.0, 5.0, 5.0, -1.7351001675386015, -5.0, 5.0]",791312.613941267,6481279.461491384,7.093074560165405,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
434,bbob.discus,8,40,80,suitability_ext,-101.09,3,75,1.0,10.407507237116262,0.9339168642022765,"[1.8585190529398183, -5.0, -5.0, 5.0, 5.0, 5.0, -5.0, 5.0]",945943.5620757219,2941695.867387385,7.589213848114014,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
435,bbob.discus,8,40,80,suitability_ext,-101.09,3,76,1.0,10.46618199671083,0.9333394893104023,"[-5.0, -5.0, -5.0, 5.0, -5.0, -5.0, -5.0, 5.0]",496064.8109566538,5369411.453756366,7.190904378890991,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
436,bbob.discus,8,40,80,suitability_ext,-101.09,3,77,1.0,10.497963486634324,0.933336215999485,"[-5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0, -4.858553534812703]",437072.59485556016,7103080.21601916,7.9259772300720215,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
437,bbob.discus,8,40,80,suitability_ext,-101.09,3,78,1.0,10.50129241119802,0.9319497640867817,"[-5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0]",15534425.907770317,7000600.159501404,7.497166156768799,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
438,bbob.discus,8,40,80,suitability_ext,-101.09,3,79,1.0,10.46431687931074,0.9317788722262188,"[-1.5710054289132913, -5.0, 5.0, 5.0, 5.0, 5.0, -1.0649602593185892, -5.0]",3571940.3916182155,3405936.764648514,8.066333532333374,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
439,bbob.discus,8,40,80,suitability_ext,-101.09,3,80,1.0,10.494368946010596,0.9311058627631117,"[-5.0, 5.0, 5.0, 5.0, -5.0, 5.0, 5.0, 5.0]",13164904.823452245,6059770.739290951,6.9659223556518555,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
440,bbob.discus,8,40,80,suitability_ext,-101.09,3,81,1.0,10.453159097386246,0.9310336589356372,"[-5.0, -1.627559258560073, -5.0, 5.0, -0.6345155247214396, -2.0194763292797306, -0.22681615057342, 5.0]",551124.2704935492,-564405.9647888485,7.228511571884155,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
441,bbob.discus,8,40,80,suitability_ext,-101.09,3,82,1.0,10.522404484296564,0.9319081776691318,"[5.0, -5.0, 2.4276624997799323, 5.0, 5.0, 5.0, 5.0, 5.0]",170524.048695961,6691159.777365909,6.858138084411621,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
442,bbob.discus,8,40,80,suitability_ext,-101.09,3,83,1.0,10.527575126554687,0.9314893154910433,"[-0.3020209674360669, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0, -5.0]",2828916.365296506,5499023.819004988,7.083512783050537,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
443,bbob.discus,8,40,80,suitability_ext,-101.09,3,84,1.0,10.548649371321037,0.9320516512677046,"[-5.0, -5.0, -5.0, 5.0, -5.0, -5.0, 5.0, -5.0]",19107.545741292197,6107339.983834444,7.765395641326904,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
444,bbob.discus,8,40,80,suitability_ext,-101.09,3,85,1.0,10.561258979159302,0.9316378792198158,"[3.2270972224245518, -5.0, -5.0, 5.0, 5.0, 0.17786886676833688, 5.0, 5.0]",1312316.936687396,1701185.899045961,6.787705898284912,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
445,bbob.discus,8,40,80,suitability_ext,-101.09,3,86,1.0,10.612293786447449,0.9311897445167511,"[0.40003373615550364, 0.7291615867192744, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0]",1132653.9838278268,2028292.5011495203,8.444247961044312,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
446,bbob.discus,8,40,80,suitability_ext,-101.09,3,87,1.0,10.66956025534396,0.9309038649308837,"[5.0, 5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0]",10056165.158640573,7342052.304327929,7.277803182601929,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
447,bbob.discus,8,40,80,suitability_ext,-101.09,3,88,1.0,10.659248722380758,0.930934233508602,"[-5.0, -5.0, -5.0, -0.10326061080565199, 0.5198407685924257, -3.395732889975943, 5.0, -1.0458479385676085]",227727.38309145256,300294.8642240148,7.678321838378906,"[0.44239047063184694, -5.0, -5.0, -5.0, 0.5827533150552359, 0.9260355737929922, 5.0, 5.0]",516.5891962411056
